id	name	reaction_using_names	reaction_using_ids	Reversibility	enzyme(s)	orfs	nrc-1_genes	type	references
R90141	MoCo biosynthesis	Molybdopterin + Molybdenum => Molybdenum cofactor	C05924 + C00150 => C90011	0		OE1146R OE1143R	VNG0090G VNG0086G	Reaction	
R00289	UTP:alpha-D-glucose-1-phosphate uridylyltransferase	UTP + D-Glucose 1-phosphate <=> Pyrophosphate + UDPglucose	C00075 + C00103 <=> C00013 + C00029	1	2.7.7.9	OE1578F OE1016R OE1078F OE1114F OE2530F OE1014R	VNG0390G VNG0009G VNG0047G VNG0064G VNG1055G VNG0008G	Reaction	PMID:10760168
R90057	ABC-T: (Thiamin)	Thiamin (E) + ATP + H2O => Thiamin + ADP + Orthophosphate + H+	CE00378 + C00002 + C00001 => C00378 + C00008 + C00009 + C00080	0		OE3641F OE4358F OE4359F	VNG1879G VNG2396G VNG2397G	Membrane Transport	
R90040	Symport: (L-Lysine:H+)	L-Lysine (E) + H+ (pmf associated) <=> L-Lysine + H+	CE00047 + C90000 <=> C00047 + C00080	1		OE1288F OE5101R	VNG0174G VNG6220G	Membrane Transport	PMID:889797
R90018	ABC-T L-Tryptophan	L-Tryptophan (E) + ATP + H2O => L-Tryptophan + ADP + Orthophosphate + H+	CE00078 + C00002 + C00001 => C00078 + C00008 + C00009 + C00080	0				Membrane Transport	
R02023	2'-Deoxyuridine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase	dUTP + Oxidized thioredoxin + H2O <=> UTP + Thioredoxin	C00460 + C00343 + C00001 <=> C00075 + C00342	1	1.17.4.2	OE3328R OE4345R OE4346R	VNG1644G VNG2383G VNG2384G	Reaction	
R01736	S-(2-Hydroxyacyl)glutathione hydrolase	(R)-S-Lactoylglutathione + H2O <=> Glutathione + (R)-Lactate	C03451 + C00001 <=> C00051 + C00256	1	3.1.2.6	OE7071F OE6191F OE7077F OE6197F	VNG7043 VNG6060C VNG7049 VNG6066C	Reaction	
R90099	Halorhodopsin: (Cl-)	Cl- (E) + Photon => Cl-	CE00698 + C90001 => C00698	0		OE1299R	VNG0180G	Membrane Transport	PMID:9729742
R00420	UDP-N-acetyl-D-glucosamine 2-epimerase	UDP-N-acetyl-D-glucosamine <=> UDP-N-acetyl-D-mannosamine	C00043 <=> C01170	1	5.1.3.14	OE4703R	VNG2639G	Reaction	
R02061	"trans,trans-Farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase"	"trans,trans-Farnesyl diphosphate + Isopentenyl diphosphate => Pyrophosphate + Geranylgeranyl diphosphate"	C00448 + C00129 => C00013 + C00353	0	2.5.1.10 2.5.1.29 2.5.1.1	OE2650F OE4010F	VNG1150G VNG2153G	Reaction	PMID:3700337
R00962	ITP:cytidine 5'-phosphotransferase	ITP + Cytidine => IDP + CMP	C00081 + C00475 => C00104 + C00055	0	2.7.1.48	OE2749F	VNG1219G	Reaction	
R00238	Acetyl-CoA:acetyl-CoA C-acetyltransferase	Acetyl-CoA <=> CoA + Acetoacetyl-CoA	C00024 <=> C00010 + C00332	1	2.3.1.9 2.3.1.16	OE3884F	VNG2063G	Reaction	PMID:12013440 PMID:3700337
R04799		zeta-Carotene + NADP+ <=> Lycopene + NADPH	C05430 + C00006 <=> C05432 + C00005	1	-	OE3381R OE3468R	VNG1684G VNG1755G	Reaction	
R01519	"D-Glucono-1,5-lactone lactonohydrolase"	"D-Glucono-1,5-lactone + H2O => D-Gluconic acid"	C00198 + C00001 => C00257	0	3.1.1.17			Reaction	PMID:10650712 PMID:2256927
R05613		all-trans-Pentaprenyl diphosphate + Isopentenyl diphosphate <=> all-trans-Hexaprenyl diphosphate + Pyrophosphate	C04217 + C00129 <=> C01230 + C00013	1	2.5.1.33	OE4010F OE2650F	VNG2153G VNG1150G	Reaction	PMID:2857171
R05177	"Precorrin 8X 11,12-methylmutase"	Precorrin 8X <=> Hydrogenobyrinate	C06408 <=> C06399	1	5.4.1.2	OE3237F	VNG1567G	Reaction	
R01227	Guanosine 5'-monophosphate phosphohydrolase	GMP + H2O => Guanosine + Orthophosphate	C00144 + C00001 => C00387 + C00009	0	3.1.3.5	OE3017R	VNG1408G	Reaction	
R01039	Glycerol:NADP+ 2-oxidoreductase	Glycerone + NADPH + H+ <=> Glycerol + NADP+	C00184 + C00005 + C00080 <=> C00116 + C00006	1	1.1.1.156			Reaction	
R00897	O3-Acetyl-L-serine acetate-lyase (adding hydrogen sulfide)	O-Acetyl-L-serine + Hydrogen sulfide => L-Cysteine + Acetate	C00979 + C00283 => C00097 + C00033	0	2.5.1.47	OE1916F OE2860R	VNG0606G VNG1301G	Reaction	
R03172	"2-Methylbutanoyl-CoA:(acceptor) 2,3-oxidoreductase"	2-Methylbutanoyl-CoA + FAD <=> 2-Methylbut-2-enoyl-CoA + FADH2	C01033 + C00016 <=> C03345 + C01352	1	1.3.99.3	OE2710F OE1555F OE2013R OE2138F OE3123R OE4500R	VNG1191G VNG0371G VNG0679G VNG0775G VNG1482G VNG2499G	Reaction	
R01373	Prephenate hydro-lyase (decarboxylating)	Prephenate <=> Phenylpyruvate + H2O + CO2	C00254 <=> C00166 + C00001 + C00011	1	4.2.1.51	OE4117F	VNG2222G	Reaction	PMID:3700337
R00908	3-Aminopropanoate:2-oxoglutarate aminotransferase	beta-Alanine + 2-Oxoglutarate <=> 3-Oxopropanoate + L-Glutamate	C00099 + C00026 <=> C00222 + C00025	1	2.6.1.19	OE3168R OE5094F	VNG1524C VNG6210G	Reaction	
R02288	4-Imidazolone-5-propanoate amidohydrolase	4-Imidazolone-5-propanoate + H2O => N-Formimino-L-glutamate	C03680 + C00001 => C00439	0	3.5.2.7	OE2738F	VNG1211G	Reaction	
R90030	Symport: (L-Cysteine:H+)	L-Cysteine (E) + H+ (pmf associated) => L-Cysteine + H+	CE00097 + C90000 => C00097 + C00080	0				Membrane Transport	
R01978	(S)-3-Hydroxy-3-methylglutaryl-CoA acetoacetyl-CoA-lyase (CoA-acetylating)	Acetyl-CoA + H2O + Acetoacetyl-CoA => (S)-3-Hydroxy-3-methylglutaryl-CoA + CoA	C00024 + C00001 + C00332 => C00356 + C00010	0	2.3.3.10	OE3296F	VNG1615G	Reaction	PMID:3700337
R03027	(3R)-3-Hydroxybutanoyl-CoA hydro-lyase	(R)-3-Hydroxybutanoyl-CoA <=> Crotonoyl-CoA + H2O	C03561 <=> C00877 + C00001	1	4.2.1.55	OE1641R	VNG0428G	Reaction	
R90122	Symport: (Guanine:H+)	Guanine (E) + H+ (pmf associated) => Guanine + H+	CE00242 + C90000 => C00242 + C00080	0		OE3950R	VNG2116C	Membrane Transport	PMID:9457844
R05617		"1,4-Dihydroxy-2-naphthoate + all-trans-Octaprenyl diphosphate => 2-Demethylmenaquinone + Pyrophosphate + CO2"	C03657 + C04146 => C05818 + C00013 + C00011	0	2.5.1.-	OE2559R OE2650F OE3503F OE3505R OE4010F	VNG1075G VNG1150G VNG1779C VNG1781C VNG2153G	Reaction	
R03460	Phosphoenolpyruvate:3-phosphoshikimate 5-O-(1-carboxyvinyl)-transferase	Phosphoenolpyruvate + Shikimate 3-phosphate <=> Orthophosphate + 5-O-(1-Carboxyvinyl)-3-phosphoshikimate	C00074 + C03175 <=> C00009 + C01269	1	2.5.1.19	OE2762R	VNG1232G	Reaction	PMID:3700337
R01818	"D-Mannose 6-phosphate 1,6-phosphomutase"	D-Mannose 6-phosphate <=> D-Mannose 1-phosphate	C00275 <=> C00636	1	5.4.2.8	OE2318R OE4094F	VNG0905G VNG2206G	Reaction	
R00408	Succinate:(acceptor) oxidoreductase	Succinate + FAD <=> FADH2 + Fumarate	C00042 + C00016 <=> C01352 + C00122	1	1.3.99.1	OE2865R OE2866R OE2867R OE2868R	VNG1306G VNG1308G VNG1309G VNG1310G	Reaction	PMID:5780095
R00189	Deamino-NAD+:ammonia ligase (AMP-forming)	ATP + Deamino-NAD+ + NH3 => AMP + Pyrophosphate + NAD+	C00002 + C00857 + C00014 => C00020 + C00013 + C00003	0	6.3.1.5	OE3843F	VNG2031G	Reaction	
R00849	sn-Glycerol-3-phosphate:(acceptor) 2-oxidoreductase	sn-Glycerol 3-phosphate + NADP+ => Glycerone phosphate + NADPH	C00093 + C00006 => C00111 + C00005	0	1.1.99.4 1.1.99.5	OE2553R OE3763F OE3764F OE3765F	VNG1070G VNG1969G VNG1971G VNG1972G	Reaction	PMID:3700337
R04640	N-(5'-Phospho-D-ribosylformimino)-5-amino-1- (5''-phospho-D-ribosyl)-4-imidazolecarboxamide ketol-isomerase	5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)- <=> N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-	C04896 <=> C04916	1	5.3.1.16	OE4218F	VNG2294G	Reaction	PMID:3700337
R00945	"5,10-Methylenetetrahydrofolate:glycine hydroxymethyltransferase"	"Tetrahydrofolate + L-Serine <=> 5,10-Methylenetetrahydrofolate + Glycine + H2O"	C00101 + C00065 <=> C00143 + C00037 + C00001	1	2.1.2.1	OE3036F	VNG1414G	Reaction	
R00710	Acetaldehyde:NAD+ oxidoreductase	Acetaldehyde + NAD+ + H2O => Acetate + NADH + H+	C00084 + C00003 + C00001 => C00033 + C00004 + C00080	0	1.2.1.3	OE2133R OE2190R OE2367F OE4529F	VNG0771G VNG0808G VNG0937G VNG2513G	Reaction	
R90020	ABC-T L-Lysine	L-Lysine (E) + ATP + H2O => L-Lysine + ADP + Orthophosphate + H+	CE00047 + C00002 + C00001 => C00047 + C00008 + C00009 + C00080	0				Membrane Transport	
R00691	L-Arogenate hydro-lyase (decarboxylating)	L-Arogenate => L-Phenylalanine + H2O + CO2	C00826 => C00079 + C00001 + C00011	0	4.2.1.51	OE4117F	VNG2222G	Reaction	PMID:3700337
R02098	ATP:dTMP phosphotransferase	ATP + dUMP <=> ADP + dUDP	C00002 + C00365 <=> C00008 + C01346	1	2.7.4.9 2.7.4.4	OE3715R	VNG1929G	Reaction	
R90072	Diffusion: (Oxygen)	Oxygen (E) <=> Oxygen	CE00007 <=> C00007	1				Membrane Transport	
R00714	Succinate-semialdehyde:NADP+ oxidoreductase	Succinate semialdehyde + NADP+ + H2O => Succinate + NADPH + H+	C00232 + C00006 + C00001 => C00042 + C00005 + C00080	0	1.2.1.16	OE2190R OE4529F OE2133R OE2367F	VNG0808G VNG2513G VNG0771G VNG0937G	Reaction	
R00924	"Propanoyl-CoA:(acceptor) 2,3-oxidoreductase"	Propanoyl-CoA + FAD <=> FADH2 + Propenoyl-CoA	C00100 + C00016 <=> C01352 + C00894	1	1.3.99.3	OE1555F OE2013R OE2138F OE2710F OE3123R OE4500R	D	Reaction	
R90014	ABC-T L-Proline	L-Proline (E) + ATP + H2O => L-Proline + ADP + Orthophosphate + H+	CE00148 + C00002 + C00001 => C00148 + C00008 + C00009 + C00080	0				Membrane Transport	
ER00000	L-Tryptophan uptake	transport reaction ???		0					
ER00001	Sulfate uptake			0					
ER00002	Glycine uptake			0					
ER00003	L-Histidine uptake			0					
ER00004	L-Arginine uptake			0					
ER00005	L-Valine uptake			0					
ER00006	L-Leucine uptake			0					
ER00007	L-Methionine uptake			0					
ER00008	L-Phenylalanine uptake			0					
ER00009	L-Lysine uptake			0					
ER00010	L-Alanine uptake			0					
ER00011	L-Serine uptake			0					
ER00012	L-Glutamine uptake			0					
ER00013	L-Glutamate uptake			0					
ER00014	L-Cysteine uptake			0					
ER00015	L-Proline uptake			0					
ER00016	L-Threonine uptake			0					
ER00017	L-Aspartate uptake			0					
ER00018	Orthophosphate uptake			0					
ER00019	Nitrate uptake			0					
ER00020	L-Asparagine uptake			0					
ER00021	L-Isoleucine uptake			0					
ER00022	Iron uptake			0					
ER00023	L-Tyrosine			0					
ER00024	H2O uptake			0					
ER00025	H+ uptake			0					
ER00027	CO2 uptake			0					
ER00028	Oxygen uptake			0					
ER00048	Folate uptake			0					
ER00049	Thiamin uptake			0					
ER00054	Hydrogen uptake			0					
ER00058	Glycolaldehyde uptake			0					
ER00059	Cobamide coenzyme uptake			0					
ER00083	Cobalt uptake			0					
ER00086	NH3 uptake			0					
ER00093	Biotin uptake			0					
ER00095	Sodium uptake			0					
ER00096	Pottasium uptake			0					
ER00100	Adenosine uptake			0					
ER00101	Thymidine uptake			0					
ER00102	Cytidine uptake			0					
ER00103	Guanosine uptake			0					
ER00104	L-Seirne uptake			0					
ER00105	Deoxyuridine uptake			0					
ER00106	Deoxycytidine uptake			0					
ER00107	Deoxyguanosine uptake			0					
ER00108	D-Ribose uptake			0					
ER00109	sn-Glycerol-3-P uptake			0					
ER00110	(S)-Lactate uptake			0					
ER00111	Photon uptake			0					
ER00112	D-Glucose uptake			0					
ER00119	Cl- uptake			0					
ER00121	Acetate uptake			0					
ER00122	D-Galactose uptake			0					
ER00124	 L-Ornithine uptake			0					
ER00125	+1.00(C90005)=0			0					
ER00126	Succinate uptake			0					
ER00134	Methanethiol uptake			0					
ER00135	Hexadecanoic acid uptake			0					
ER90000	-1.00(CX00002)-1.00(CX00001)-1.00(CX00004)-1.00(CX00003)-1.00(CX00007)-1.00(CX00008)-1.00(CX00005)-1.00(CX00006)+1.00(C90005)=1			0					
ER90001	-73.24(L-Histidine)-153.03(L-Leucine)-80.82(L-Isoleucine)-238.05(L-Aspartate)-94.19(L-Lysine)-144.47(L-Valine)-128.66(L-Threonine)-186.38(L-Alanine)-274.56(L-Glutamate)-161.41(Glycine)-125.39(L-Proline)-58.12(L-Tyrosine)-60.55(L-Asparagine)-19.81(L-Cysteine)-76.41(L-Glutamine)-156.44(L-Arginine)-98.69(L-Serine)-30.37(L-Methionine)-31.34(L-Tryptophan)-73.45(L-Phenylalanine)=0			0					
ER90002	-1.42(dATP)+8.86(Pyrophosphate)-1.42(dTTP)-3.01(dCTP)+1.00(CX00002)-3.01(dGTP)=0			0					
ER90003	+248.33(Pyrophosphate)-39.73(ATP)+1.00(CX00003)-84.43(GTP)-84.43(CTP)-39.73(UTP)=0			0					
ER90004	"-0.07(Tetrahydrofolate)-0.06(10-Formyltetrahydrofolate)-0.04(CoA)-0.04(FAD)-3.32(ATP)-0.04(NAD+)-0.04(NADP+)+1.00(CX00004)-0.11(Thiamin)-0.02(Cobamide coenzyme)-49.82(L-Glutamate)-0.04(Acetyl-CoA)-0.03(Siroheme)-0.06(5,10-Methylenetetrahydrofolate)-0.01(Menaquinone)=0"			0					
ER90009	"-25.52(2,3-Di-O-phytanyl-sn-glycerol)+1.00(CX00005)=0"			0					
ER90010	-35000.00(H2O)-35000.00(ATP)+35000.00(ADP)+35000.00(Orthophosphate)+1.00(CX00006)+35000.00(H+)=0			0					
ER90011	-3044.76(Cl-)+1.00(CX00007)-3044.76(Sodium)=0			0					
ER90012	-7.81(D-Galactose)+3.39(Orthophosphate)-3.39(N-Acetyl-D-glucosamine 6-phosphate)+1.00(CX00008)-7.47(Sulfate)-6.79(D-Glucose)=0			0					
ER90013	-81.01(L-Histidine)-152.92(L-Leucine)-82.96(L-Isoleucine)+1.00(CX00001)-262.85(L-Aspartate)-70.06(L-Lysine)-151.99(L-Valine)-135.28(L-Threonine)-210.19(L-Alanine)-440.44(L-Glutamate)-176.22(Glycine)-134.15(L-Proline)-28.84(L-Tyrosine)-60.55(L-Asparagine)-19.81(L-Cysteine)-76.41(L-Glutamine)-128.70(L-Arginine)-110.53(L-Serine)-30.44(L-Methionine)-31.34(L-Tryptophan)-67.76(L-Phenylalanine)=0			0					
				0					
